Film,Année,Catégorie,Genre,Durée (min),Metascore,Score imdb,Nb votes,CA(gross)
Monsters,2010,Tous publics,"['Adventure', 'Drama', 'Romance']",94,63,64.0,87165,237301
Beginners,2010,Tous publics,"['Comedy', 'Drama', 'Romance']",105,81,72.0,87131,5790894
You're Next,2011,16,"['Horror', 'Mystery', 'Thriller']",95,66,66.0,86909,18474268
Baby-sittor,2005,Tous Public,"['Action', 'Comedy', 'Drama']",95,30,56.0,86846,113086868
M. Popper et ses pingouins,2011,Tous Public,"['Comedy', 'Family', 'Fantasy']",94,53,60.0,86767,68224452
Coast Guards,2006,Tous Public,"['Action', 'Adventure', 'Drama']",139,53,69.0,86687,55011732
"Les Muppets, le retour",2011,Tous Public,"['Adventure', 'Comedy', 'Family']",120,75,71.0,86642,88631237
Elektra,2005,Tous publics,"['Action', 'Adventure', 'Crime']",97,34,47.0,86621,24409722
Disaster Movie,2008,PG-13,['Comedy'],87,15,19.0,86570,14190901
American Girls,2000,Tous publics,"['Comedy', 'Romance', 'Sport']",98,52,60.0,86564,68379000
3 Days to Kill,2014,Tous publics,"['Action', 'Drama', 'Thriller']",117,40,62.0,86393,30697999
Kiss & Kill,2010,Tous publics,"['Action', 'Comedy', 'Romance']",100,21,55.0,86359,47059963
Bienvenue chez les Robinson,2007,Tous Public,"['Animation', 'Adventure', 'Comedy']",95,61,68.0,86263,97822171
Skyline,2010,Tous publics,"['Action', 'Sci-Fi', 'Thriller']",92,26,44.0,85961,21371425
En avant,2020,Tous publics,"['Animation', 'Adventure', 'Comedy']",102,61,74.0,85945,61555145
Nymphomaniac - Volume 2,2013,16,['Drama'],124,60,67.0,85674,327167
Hardcore Henry,2015,16,"['Action', 'Adventure', 'Sci-Fi']",96,51,67.0,85496,9252038
Les femmes de ses rêves,2007,Unrated,"['Comedy', 'Romance']",116,46,58.0,85495,36787257
Seul contre tous,2015,Tous publics,"['Biography', 'Drama', 'Sport']",123,55,71.0,85430,34542474
Prof poids lourd,2012,Tous Public,"['Action', 'Comedy', 'Sport']",105,40,64.0,85338,45290318
Biutiful,2010,Tous publics,"['Drama', 'Romance']",148,58,75.0,85335,5101237
Piranha 3D,2010,12,"['Comedy', 'Horror']",88,53,54.0,85324,25003155
Les rebelles de la forêt,2006,Tous Public,"['Animation', 'Adventure', 'Comedy']",86,49,61.0,85313,85105259
Pas si simple,2009,R,"['Comedy', 'Drama', 'Romance']",121,57,65.0,85247,112735375
"Charlie, les filles lui disent merci",2007,Tous publics,"['Comedy', 'Romance']",101,19,56.0,85162,34925283
42,2013,Tous publics,"['Biography', 'Drama', 'Sport']",128,62,75.0,85160,95001343
Selma,2014,Tous publics,"['Biography', 'Drama', 'History']",128,80,75.0,85041,52076908
Elephant,2003,12,"['Crime', 'Drama', 'Thriller']",81,70,72.0,84989,1227000
Sweet November,2001,Tous publics,"['Drama', 'Romance']",119,27,67.0,84944,25288103
La dernière maison sur la gauche,2009,16,"['Horror', 'Thriller']",110,42,65.0,84932,32752215
Ali G,2002,Tous publics,['Comedy'],85,46,63.0,8,NaN
Chicken Little,2005,Tous Public,"['Animation', 'Adventure', 'Comedy']",81,48,57.0,84845,135386665
Top Cops,2010,R,"['Action', 'Comedy', 'Crime']",107,31,56.0,84811,44875481
Good Time,2017,12,"['Crime', 'Drama', 'Thriller']",102,80,74.0,84795,2026499
Hostel - chapitre II,2007,16,"['Horror', 'Thriller']",94,46,55.0,84736,17609452
Submarine,2010,R,"['Comedy', 'Drama', 'Romance']",97,76,73.0,84676,466702
Big Eyes,2014,Tous Public,"['Biography', 'Crime', 'Drama']",106,62,70.0,84659,14479776
Hitman: Agent 47,2015,12,"['Action', 'Crime', 'Thriller']",96,28,57.0,84654,22467450
Dead Silence,2007,12,"['Horror', 'Mystery', 'Thriller']",89,34,62.0,84595,16809076
Rogue - L'ultime affrontement,2007,R,"['Action', 'Thriller']",103,36,62.0,84566,22486409
A Cure for Life,2016,12,"['Drama', 'Fantasy', 'Horror']",146,47,64.0,84444,8106986
xXx: Reactivated,2017,Tous publics,"['Action', 'Adventure', 'Thriller']",107,42,52.0,84248,44898413
La nuit nous appartient,2007,Tous publics,"['Crime', 'Drama', 'Thriller']",117,59,68.0,84163,28563179
La loi et l'ordre,2008,R,"['Crime', 'Drama', 'Mystery']",101,36,60.0,84117,40081410
Bone Tomahawk,2015,16,"['Drama', 'Horror', 'Western']",132,72,71.0,8,NaN
La mort de Staline,2017,Tous publics,"['Comedy', 'Drama', 'History']",107,88,72.0,83967,8041828
Le tour du monde en 80 jours,2004,Tous publics,"['Action', 'Adventure', 'Comedy']",120,49,59.0,83950,24008137
Les veuves,2018,Tous publics avec avertissement,"['Crime', 'Drama', 'Thriller']",129,84,69.0,83925,42402632
Un été à Osage County,2013,R,"['Comedy', 'Drama']",121,58,72.0,83875,37738503
À tous les garçons que j'ai aimés,2018,7,"['Comedy', 'Drama', 'Romance']",99,64,71.0,8,NaN
Overlord,2018,16,"['Action', 'Adventure', 'Horror']",110,60,66.0,83751,21704844
Sing Street,2016,Tous publics,"['Comedy', 'Drama', 'Music']",106,79,79.0,83740,3237118
Eddie the Eagle,2015,Tous publics,"['Biography', 'Comedy', 'Drama']",106,54,74.0,83723,15785632
American Ultra,2015,Tous publics,"['Action', 'Comedy']",96,50,61.0,83657,14434604
Half Nelson,2006,Tous publics,['Drama'],106,85,72.0,83656,2694973
To Rome with Love,2012,Tous Public,"['Comedy', 'Music', 'Romance']",112,54,63.0,83654,16685867
Harry Brown,2009,12,"['Action', 'Crime', 'Drama']",103,55,72.0,83622,1818681
Sublimes créatures,2013,Tous publics,"['Drama', 'Fantasy', 'Romance']",124,52,61.0,83494,19452138
Blanche Neige,2012,Tous publics,"['Adventure', 'Comedy', 'Drama']",106,46,56.0,83417,64935167
Crazy Heart,2009,Tous publics,"['Drama', 'Music', 'Romance']",112,83,72.0,83403,39462438
Ninja Turtles 2,2016,Tous Public,"['Action', 'Adventure', 'Comedy']",112,40,60.0,83396,82051601
Coup de foudre à Manhattan,2002,Tous publics,"['Comedy', 'Drama', 'Romance']",105,45,53.0,83269,94011225
Fight Games,2011,R,"['Comedy', 'Drama', 'Sport']",92,64,68.0,83267,4168144
Hanté par ses ex,2009,Tous Public,"['Comedy', 'Fantasy', 'Romance']",115,34,58.0,83266,55250026
Sex Drive,2008,R,"['Comedy', 'Romance']",109,49,65.0,83238,8402485
Our Idiot Brother,2011,R,"['Comedy', 'Drama']",90,60,64.0,83220,24814830
La route d'Eldorado,2000,Tous publics,"['Animation', 'Adventure', 'Comedy']",89,51,69.0,83158,50863742
Le roi,2019,16,"['Biography', 'Drama', 'History']",140,62,72.0,8,NaN
L'amour malgré tout,2012,R,"['Comedy', 'Drama', 'Romance']",97,49,72.0,82994,78950
The Circle,2017,Tous publics,"['Drama', 'Sci-Fi', 'Thriller']",110,43,53.0,82900,20497844
Les Schtroumpfs,2011,Tous publics,"['Animation', 'Adventure', 'Comedy']",103,30,54.0,82846,142614158
Confessions d'un homme dangereux,2002,R,"['Biography', 'Comedy', 'Crime']",113,67,70.0,82834,16003576
My Week with Marilyn,2011,R,"['Biography', 'Drama']",99,65,69.0,82823,14600347
Resident Evil: Chapitre final,2016,12,"['Action', 'Horror', 'Sci-Fi']",107,49,55.0,82739,26830068
Piégée,2011,Tous publics,"['Action', 'Drama', 'Thriller']",93,67,58.0,82729,18942396
The Neon Demon,2016,12,"['Horror', 'Thriller']",117,51,62.0,82657,1333124
The Bling Ring,2013,R,"['Biography', 'Crime', 'Drama']",90,66,56.0,82642,5841046
Turbo,2013,Tous publics,"['Animation', 'Adventure', 'Comedy']",96,58,64.0,82600,83028128
It Comes at Night,2017,12,"['Horror', 'Mystery']",91,78,62.0,82583,13985117
La secrétaire,2002,12,"['Comedy', 'Drama', 'Romance']",107,63,70.0,82393,4059680
Infiltré,2013,Tous Public,"['Action', 'Drama', 'Thriller']",112,51,64.0,82373,42930462
Cashback,2006,Unrated,"['Comedy', 'Drama', 'Romance']",102,54,72.0,82337,24942
Duff: Le faire-valoir,2015,Tous Public,"['Comedy', 'Romance']",101,56,65.0,82305,34017854
À la rencontre de Forrester,2000,Tous publics,['Drama'],136,62,73.0,82209,66400000
Le nouveau monde,2005,Tous publics,"['Biography', 'Drama', 'History']",135,69,67.0,82116,12712093
L'ombre du mal,2012,R,"['Crime', 'Mystery', 'Thriller']",110,44,64.0,81965,16008272
À l'ombre de la haine,2001,12,"['Drama', 'Romance']",111,69,70.0,81908,31252964
La Môme,2007,Tous publics,"['Biography', 'Drama', 'Music']",140,66,76.0,81890,10301706
Mafia blues 2 - La rechute!,2002,Tous publics,"['Comedy', 'Crime']",96,37,59.0,81738,32122249
"Synecdoche, New York",2008,R,['Drama'],124,67,76.0,81542,3081925
Hors contrôle,2016,R,"['Comedy', 'Romance']",98,51,60.0,81359,46007113
Gemini Man,2019,Tous publics,"['Action', 'Drama', 'Sci-Fi']",117,38,57.0,81261,20552372
Capitaine Sky et le monde de demain,2004,Tous publics,"['Action', 'Adventure', 'Mystery']",106,64,60.0,81155,37762677
Canine,2009,12,"['Drama', 'Thriller']",97,73,73.0,80997,110248
The Room,2003,12,['Drama'],99,9,37.0,80982,557236
Trouble jeu,2005,12,"['Drama', 'Horror', 'Mystery']",101,35,60.0,80934,51100486
La panthère rose,2006,Tous publics,"['Adventure', 'Comedy', 'Crime']",93,38,57.0,80737,82226474
Escape Game,2019,Tous publics avec avertissement,"['Action', 'Adventure', 'Horror']",99,48,63.0,80692,57005601
Super Nacho,2006,Tous Public,"['Comedy', 'Family', 'Sport']",92,52,58.0,80690,80197993
Happy New Year,2011,Tous publics,"['Comedy', 'Romance']",118,22,57.0,80602,54544638
Jane Eyre,2011,Tous publics,"['Drama', 'Romance']",120,76,73.0,80574,11242660
States of Grace,2013,Tous publics,['Drama'],96,82,80.0,80522,1010414
Maléfique: Le Pouvoir du Mal,2019,Tous publics,"['Adventure', 'Family', 'Fantasy']",119,43,66.0,80490,113929605
Un coeur à l'envers,2010,Tous Public,"['Comedy', 'Drama', 'Romance']",90,45,77.0,80474,1752214
Frida,2002,Tous publics,"['Biography', 'Drama', 'Romance']",123,61,74.0,80386,25885000
La dernière chanson,2010,Tous Public,"['Drama', 'Music', 'Romance']",108,33,60.0,80332,62950384
Apprentis parents,2018,Tous publics,"['Comedy', 'Drama']",118,57,73.0,80258,67363237
Big Mamma,2000,Tous publics,"['Action', 'Comedy', 'Crime']",99,33,52.0,80220,117559438
Dope,2015,Tous publics,"['Comedy', 'Crime', 'Drama']",103,72,72.0,80183,17474107
"Célibataire, mode d'emploi",2016,Tous publics,"['Comedy', 'Drama', 'Romance']",110,51,61.0,80171,46843513
Les bêtes du Sud sauvage,2012,Unrated,"['Adventure', 'Drama', 'Fantasy']",93,86,73.0,80087,12795746
Gangs of Wasseypur,2012,Tous publics avec avertissement,"['Action', 'Crime', 'Drama']",321,89,82.0,8,NaN
Comme Cendrillon,2004,Tous Public,"['Comedy', 'Family', 'Romance']",95,25,59.0,80035,51438175
Scoop,2006,Tous publics,"['Comedy', 'Crime', 'Fantasy']",96,48,67.0,80009,10525717
Queens,2019,Tous publics avec avertissement,"['Comedy', 'Crime', 'Drama']",110,79,63.0,79997,80553967
L'Irlandais,2011,Tous publics,"['Comedy', 'Crime', 'Thriller']",96,78,73.0,79932,5359774
Chair de Poule - Le Film,2015,Tous publics,"['Adventure', 'Comedy', 'Family']",103,60,63.0,79763,80080379
Young Adult,2011,Tous publics,"['Comedy', 'Drama']",94,71,62.0,79693,16311571
Final Fantasy: Les créatures de l'esprit,2001,Tous publics,"['Animation', 'Action', 'Adventure']",106,49,64.0,79655,32131830
La grande bellezza,2013,Tous publics,['Drama'],141,86,78.0,79652,2852400
Quelques minutes après minuit,2016,Tous publics,"['Adventure', 'Drama', 'Family']",108,76,75.0,79586,3730982
Gosford Park,2001,Tous publics,"['Comedy', 'Drama', 'Mystery']",131,90,72.0,79546,41308615
Taking Lives: Destins violés,2004,12,"['Crime', 'Mystery', 'Thriller']",103,38,63.0,79412,32682342
Sexy Dance 2,2008,Tous Public,"['Drama', 'Music', 'Romance']",98,50,62.0,79246,58017783
Sonic le film,2020,Tous publics,"['Action', 'Adventure', 'Comedy']",99,47,65.0,79191,146066470
Simetierre,2019,12,"['Horror', 'Mystery', 'Thriller']",101,57,57.0,79187,54724696
Angry Birds: Le film,2016,Tous publics,"['Animation', 'Action', 'Adventure']",97,43,63.0,79108,107509366
Rambo: Last Blood,2019,12 avec avertissement,"['Action', 'Thriller']",89,26,61.0,79097,18872919
Infidèle,2002,12,"['Drama', 'Romance', 'Thriller']",124,63,67.0,79068,52801000
Ultraviolet,2006,Tous publics,"['Action', 'Sci-Fi']",88,18,44.0,79038,18500966
13 fantômes,2001,12,"['Fantasy', 'Horror']",91,30,56.0,78977,41867960
Thirteen,2003,16,['Drama'],100,70,68.0,78949,4599680
John Tucker doit mourir,2006,Tous Public,"['Comedy', 'Romance']",89,41,58.0,78941,41011711
Arrietty: Le petit monde des chapardeurs,2010,Tous publics,"['Animation', 'Adventure', 'Family']",94,80,76.0,78922,19202743
Knock Knock,2015,12,"['Drama', 'Thriller']",99,53,49.0,78912,36336
The Boy,2016,12,"['Horror', 'Mystery', 'Thriller']",97,42,60.0,78899,35819556
Rio 2,2014,Tous publics,"['Animation', 'Adventure', 'Comedy']",101,49,63.0,78833,131538435
Super blonde,2008,Tous publics,"['Comedy', 'Romance']",97,55,55.0,78664,48237389
Troupe d'élite - L'ennemi intérieur,2010,NaN,"['Action', 'Crime', 'Drama']",115,71,80.0,78581,100119
Le smoking,2002,Tous publics,"['Action', 'Comedy', 'Sci-Fi']",98,30,54.0,78486,50547998
Solaris,2002,Tous publics,"['Drama', 'Mystery', 'Romance']",99,65,62.0,78407,14973382
"Garfield, le film",2004,Tous publics,"['Animation', 'Comedy', 'Family']",80,27,50.0,78325,75369589
Kate et Léopold,2001,Tous publics,"['Comedy', 'Fantasy', 'Romance']",118,44,64.0,78263,47121859
Opération Eye in the Sky,2015,Tous publics,"['Action', 'Drama', 'Thriller']",102,73,73.0,78180,18700837
La légende de Klaus,2019,7,"['Animation', 'Adventure', 'Comedy']",96,65,82.0,7,NaN
Spanglish,2004,Tous Public,"['Comedy', 'Drama', 'Romance']",131,48,64.0,78143,42044321
Les Pingouins de Madagascar,2014,Tous publics,"['Animation', 'Adventure', 'Comedy']",92,53,67.0,77990,83348920
L'école fantastique,2005,Tous publics,"['Adventure', 'Comedy', 'Family']",100,62,62.0,77934,63946815
Toi et Moi... et Duprée,2006,Tous publics,"['Comedy', 'Romance']",110,46,56.0,77899,75628110
"I, Frankenstein",2014,Tous publics,"['Action', 'Fantasy', 'Sci-Fi']",92,30,51.0,77803,19075290
Semi-Pro,2008,R,"['Comedy', 'Sport']",91,47,58.0,77753,33472850
"Bob l'éponge, le film",2004,Tous publics,"['Animation', 'Action', 'Adventure']",87,66,71.0,77685,85417988
"Les Boloss - Inbetweeners, le film",2011,Tous publics,['Comedy'],97,44,67.0,77611,36000
The Duchess,2008,Tous publics,"['Biography', 'Drama', 'History']",110,62,69.0,77580,13823741
Burlesque,2010,Tous publics,"['Drama', 'Music', 'Musical']",119,47,64.0,77577,39440655
Le cas 39,2009,12,"['Horror', 'Mystery', 'Thriller']",109,25,62.0,77551,13248477
Mamma Mia! Here We Go Again,2018,Tous publics,"['Comedy', 'Musical', 'Romance']",114,60,66.0,77540,120634935
Les Berkman se séparent,2005,Tous publics,"['Comedy', 'Drama']",81,82,73.0,77533,7362100
Centurion,2010,12,"['Action', 'Drama', 'History']",97,62,64.0,77494,122288
Scandale,2019,Tous publics,"['Biography', 'Drama']",109,64,68.0,7,NaN
Jack et Julie,2011,Tous publics,['Comedy'],91,23,33.0,77270,74158157
No Escape,2015,12,"['Action', 'Thriller']",103,38,68.0,77267,27285953
The Lost City of Z,2016,Tous publics,"['Action', 'Adventure', 'Biography']",141,78,66.0,77245,8580410
La maison des 1000 morts,2003,R,['Horror'],89,31,61.0,77236,12634962
Le royaume de Ga'Hoole - La légende des gardiens,2010,Tous publics,"['Animation', 'Action', 'Adventure']",97,53,69.0,77198,55675313
World Trade Center,2006,Tous publics,"['Drama', 'History', 'Thriller']",129,66,59.0,77194,70278893
The Weather Man,2005,Tous publics,"['Comedy', 'Drama']",102,61,65.0,77031,12482775
The Kings of Summer,2013,R,"['Adventure', 'Comedy', 'Drama']",95,61,71.0,77007,1290312
Crazy Party,2006,Unrated,['Comedy'],94,33,70.0,76965,6088249
Les Cerfs-volants de Kaboul,2007,Tous publics,['Drama'],128,61,76.0,76901,15800078
Mar adentro,2004,Tous Public,"['Biography', 'Drama']",126,74,80.0,76801,2086345
Hidalgo,2004,Tous publics,"['Action', 'Adventure', 'Biography']",136,54,67.0,76800,67286731
Le sourire de Mona Lisa,2003,Tous publics,['Drama'],117,45,65.0,76730,63860942
Horns,2013,12,"['Comedy', 'Crime', 'Drama']",120,46,65.0,76687,164480
La morsure du lézard,2003,Tous Public,"['Adventure', 'Comedy', 'Drama']",117,71,70.0,76593,67406573
Brightburn: L'enfant du mal,2019,12,"['Drama', 'Horror', 'Mystery']",90,44,61.0,76355,17300439
Hot Rod,2007,Tous publics,"['Comedy', 'Sport']",88,43,67.0,76330,13920741
Emprise,2001,16,"['Crime', 'Drama', 'Thriller']",100,64,72.0,76271,13103828
U-571,2000,Tous publics,"['Action', 'War']",116,62,66.0,76269,77086030
Le BGG : Le Bon Gros Géant,2016,Tous publics,"['Adventure', 'Family', 'Fantasy']",117,66,64.0,76262,55483770
"Printemps, été, automne, hiver... et printemps",2003,Tous publics,"['Drama', 'Romance']",103,85,80.0,76234,2380788
Hellboy,2019,12,"['Action', 'Adventure', 'Fantasy']",120,31,52.0,76077,21903748
Le masque de l'araignée,2001,Tous publics,"['Drama', 'Thriller']",104,42,64.0,76013,74078174
Identité secrète,2011,Tous publics,"['Action', 'Mystery', 'Thriller']",106,25,51.0,75948,28087155
Eden Lake,2008,16,"['Horror', 'Thriller']",91,65,68.0,75868,5824
Detachment,2011,NaN,['Drama'],98,52,77.0,75811,71177
Catacombes,2014,12,"['Horror', 'Mystery', 'Thriller']",93,38,62.0,75788,21197315
Chemins croisés,2015,Tous Public,"['Drama', 'Romance']",123,33,71.0,75682,37446117
Les intrus,2009,Tous publics,"['Drama', 'Horror', 'Mystery']",87,43,63.0,75648,28573173
Alvin et les Chipmunks,2007,Tous publics,"['Animation', 'Adventure', 'Comedy']",92,39,52.0,75633,217326974
Les recettes du bonheur,2014,Tous publics,"['Comedy', 'Drama']",122,55,73.0,75607,54240821
Broken City,2013,Tous publics,"['Action', 'Crime', 'Drama']",109,49,62.0,75577,19701164
Battlefield Earth - Terre champ de bataille,2000,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",118,9,25.0,75568,21471685
Braquage à l'ancienne,2017,Tous publics,"['Comedy', 'Crime']",96,50,66.0,75550,45003463
Dalton Trumbo,2015,Tous publics,"['Biography', 'Crime', 'Drama']",124,60,75.0,75432,7857741
All Is Lost,2013,Tous publics,"['Action', 'Adventure', 'Drama']",106,87,69.0,75423,6263670
Entourage,2015,R,"['Comedy', 'Drama']",104,38,66.0,75408,32363404
La prophétie des ombres,2002,PG-13,"['Drama', 'Horror', 'Mystery']",119,52,64.0,75399,35746370
Un mariage trop parfait,2001,Tous publics,"['Comedy', 'Romance']",103,33,53.0,75394,60400856
Projet Almanac,2015,Tous publics,"['Drama', 'Mystery', 'Sci-Fi']",106,47,64.0,75372,22348241
"Extremely Wicked, Shockingly Evil and Vile",2019,16,"['Biography', 'Crime', 'Drama']",110,52,66.0,7,NaN
La chute du président,2019,12,"['Action', 'Thriller']",121,45,64.0,75186,67162153
"Shérif, fais-moi peur",2005,Tous publics,['Comedy'],104,33,51.0,75180,80270227
Mechanic: Résurrection,2016,Tous publics,"['Action', 'Adventure', 'Crime']",98,38,57.0,75125,21218403
Sortilège,2011,Tous publics,"['Drama', 'Fantasy', 'Romance']",86,40,56.0,75055,27865571
I Spit on Your Grave,2010,16,"['Horror', 'Thriller']",108,27,63.0,75054,93051
Le Rituel,2017,16,"['Horror', 'Mystery', 'Thriller']",94,57,63.0,7,NaN
Le retour de Mary Poppins,2018,Tous Publics,"['Comedy', 'Family', 'Fantasy']",130,66,67.0,74826,171958438
Death Note,2017,Tous publics,"['Action', 'Adventure', 'Crime']",101,43,45.0,7,NaN
Midnight Special,2016,Tous publics,"['Drama', 'Mystery', 'Sci-Fi']",112,76,66.0,74630,3707794
Félon,2008,R,"['Action', 'Crime', 'Drama']",104,58,74.0,74578,36756
Fruitvale Station,2013,Tous publics,"['Biography', 'Crime', 'Drama']",85,85,75.0,74489,16097842
Super,2010,R,"['Action', 'Comedy', 'Drama']",96,50,67.0,74408,322157
Delivery Man,2013,PG-13,"['Comedy', 'Drama']",105,44,64.0,74393,30664106
Frank,2014,Tous publics,"['Comedy', 'Drama', 'Music']",95,75,70.0,74322,644906
Invasion,2007,PG-13,"['Sci-Fi', 'Thriller']",99,45,59.0,74147,15071514
Borat Subsequent Moviefilm,2020,18,"['Adventure', 'Comedy']",95,68,68.0,7,NaN
Chronique d'un scandale,2006,Tous publics,"['Crime', 'Drama', 'Romance']",92,73,74.0,74019,17508670
Stay,2005,R,"['Drama', 'Mystery', 'Thriller']",99,41,68.0,73998,3626883
